Post ID,Title,CreationDate,Score,ViewCount,CommentCount,AnswerCount,FavoriteCount,AcceptedAnswerId,Body
"119952","What does Codex take as tokens?","2023-03-04 14:47:45","0","194","1","1","","119961","<p>The typical default for neural networks in natural language processing has been to take words as tokens.</p>
<p>OpenAI Codex is based on GPT-3, but also deals with source code. For source code in general, there is no corresponding obvious choice of tokens, because each programming language has different rules for tokenizing. I don't get the impression Codex uses a separate tokenizer for each language.</p>
<p>What does it take as tokens?</p>
"
"117444","What size language model can you train on a GPU with x GB of memory?","2023-01-02 01:14:52","8","10155","0","1","","118875","<p>I'm trying to figure out what size language model I will be able to train on a GPU with a certain amount of memory. Let's for simplicity say that 1 GB = 10<sup>9</sup> bytes; that means that, for example, on a GPU with 12 GB memory, I can theoretically fit 6 billion parameters, given that I store all parameters as 16-bit floats. However, in order to use a language model, you typically also need space for storing the input text and the activations of the current layer (and maybe also of the previous layer), and if you are going to train the model, you will typically need space to store the activations of all layers in order to be able to do backpropagation, and if you use an optimizer like Adam, you need space to store the running mean of the partial derivatives (of the loss function with respect to the various parameters, or in other words, the gradient), as well as the running mean of the squares of the partial derivatives.</p>
<p>So, given this complication, could someone tell me what size language models (that is, how many parameters) I will be able to train on a GPU with</p>
<ol>
<li>10 GB of memory (RTX 3080 10 GB)?</li>
<li>12 GB of memory (RTX 3080 12 GB and RTX 3080 Ti)?</li>
<li>16 GB of memory (RTX 4080)?</li>
<li>24 GB of memory (RTX 3090 and RTX 3090 Ti)?</li>
</ol>
<p>For example, Tim Dettmers mentions in <a href=""https://timdettmers.com/2020/09/07/which-gpu-for-deep-learning/#When_do_I_need_11_GB_of_Memory"" rel=""nofollow noreferrer"">his blog</a> that you should have at least 24 GB of memory if you do research on transformers. I'm guessing this translates roughly to a language model of a certain size.</p>
"
"116101","Ordering training text data by length","2022-11-12 04:34:21","0","131","0","1","","116111","<p>If I have text data where the length of documents greatly varies and I'd like to use it for training where I use batching, there is a great chance that long strings will be mixed with short strings and the average time to process each batch will increase because of padding within the batches.
I imagine sorting documents naively by length would create a bias of some sort since long documents and short one would tend to be similar to each other.
Are there any methods that have been tried that can help reduce training time in this case without sacrificing model performance?</p>
"
"115440","Why is it useful to use different word splitting with different tokenizers?","2022-10-21 08:15:27","1","45","0","2","","115457","<p>I have a problem. I have a NLP classification problem.
There are different methods to decompose sentences into tokens, for example in whole words or in characters. Then there are different tokenizers like:</p>
<ul>
<li>TF-IDF</li>
<li>Binary</li>
<li>Frequency</li>
<li>Count</li>
</ul>
<p>My question now aims, why should one make the effort and use a different word division (word or character) and then check this with the different tokenizers?</p>
"
"114958","LSTM Feature engineering: using different Knowledge Graph data types","2022-10-06 09:54:10","1","223","2","1","","114969","<p>For a research project, I'm planning to use an LSTM to learn from sequences of KG entities. However, I have little experience using LSTMs or RNNs in general. During planning, a few questions concerning feature engineering have come up.</p>
<p>Let me give you some context:<br />
My initial data will be a collection of <span class=""math-container"">$n$</span> texts.
From these texts, I will extract <span class=""math-container"">$n$</span> sequences of entities of variable length using a DBPedia or Wikidata tagger. Consequently, I'll have <span class=""math-container"">$n$</span> sequences of KG entities that somehow correspond to their textual counterparts.</p>
<p>Most LSTM implementations I've seen take only one type of feature as input. However, as we're dealing with knowledge graphs, we have access to more types of information. I'm wondering what would be a good strategy to use more than just one type of feature.</p>
<h2>Objective</h2>
<p>Given a sequence of seen entities, I want the model to predict the continuation of that sequence. A set of truncated sequences from the corpus will be kept apart. The beginnings will serve as prompts and the endings will be truth values for evaluation. <br />
I'm also interested in the model's prediction probabilities when predicting following entities for one single entity given as a prompt.</p>
<h2>Assumptions</h2>
<p>I assume that diverse types of features will help the model make good predictions. Specifically, I want the model to learn not only from entity sequences but also from KG 'metadata' like associated RDF classes or pre-computed embedding vectors.</p>
<h2>Features</h2>
<h3>Feature 1: Numerical vocabulary features</h3>
<p>The simplest case I can think of is to create an orderet set from all extracted entities. <br />
For example, if the extracted entities from all my documents were <code>[U2, rock, post-punk, yen, Bono, revolutionary, guitar]</code> (in reality that'll probably be a few thousands more), I'd create this ordered set representing my <em>vocabulary</em>:</p>
<pre><code>{1: http://dbpedia.org/resource/U2, 2: http://dbpedia.org/resource/Rock_music, 3: http://dbpedia.org/resource/Post-punk, 4: http://dbpedia.org/resource/Japanese_yen, 5: http://dbpedia.org/resource/Bono, 6: http://dbpedia.org/resource/Revolutionary, 7: http://dbpedia.org/resource/Acoustic_guitar}
</code></pre>
<p>The training data for the LSTM would then be sequences of integers such as</p>
<pre><code>training_data = [
# Datapoint 1
[[1, 2, 3, 4, 5, 6, 7]],        #document 1
# Datapoint 2
[[5, 3, 3, 1, 6]],              #document 2
# Datapoint 3
[[2, 4, 5, 7, 1, 6, 2, 1, 7]],  #document 3
...]
</code></pre>
<h3>Feature 2: Numerical class features</h3>
<p>I want to include additional information about RDF classes. Similar to the approach in <strong>Feature 1</strong>, I could create an ordered set containing all possible classes. However, the difference is that each entity belongs to one or more classes</p>
<p>If all classes extracted were</p>
<pre><code>{1: owl:Thing, 2: dbo:MusicGenre, 3: dbo:Agent, 4: dbo:Person, 5: dbo:PersonFunction}
</code></pre>
<p>I would create a new data structure for each data point, this time containing class information. The notation represents <code>{entity: [classes]}</code>. My training data could then look something like this:</p>
<pre><code>training_data = [
# Datapoint 1
[
[1, 2, 3, 4, 5, 6, 7],                      # feature 1
{1: [1,2,4], 2: [2,3,4,5], ..., 7: [3,5]}   # feature 2
],
# Datapoint 2
[
[5, 3, 3, 1, 6],                            # feature 1
{1: [2,3,4], 2: [1,2,4,5], ..., 5: [3,5]}   # feature 2
],
# Datapoint 3
[
[2, 4, 5, 7, 1, 6, 2, 1, 7],                # feature 1
{1: [1,2,4], 2: [1,2,3,5], ..., 9: [2,3]}   # feature 2
],
...]
</code></pre>
<h3>Feature 3: RDF2Vec embeddings</h3>
<p>Each KG entity from a collection of entities can be mapped into a low-dimensional space using tools like RDF2Vec. I'm not sure whether to use this feature or not as its latent semantic content might interfere with my research question, but it is an option. <br />
Embedding features, in this case, are vectors of length 200:</p>
<pre><code>embedding_vector = tensor([5.9035e-01, 2.6974e-01, 8.6569e-01, 8.9759e-01, 9.3032e-01, 5.2442e-01, 9.6031e-01, 1.8393e-01, 6.3000e-01, 9.5930e-01, 2.5407e-01, 5.6510e-01, 8.1476e-01, 2.0864e-01, 2.7643e-01, 4.8667e-02, 9.3791e-01, 8.0929e-02, 5.0237e-01, 1.4946e-01, 5.9263e-01, 4.7912e-01, 6.8907e-01, 4.8248e-03, 4.9926e-01, 1.5715e-01, 7.0777e-01, 6.0065e-01, 2.6858e-01, 7.2022e-01, 4.4128e-01, 4.5026e-01, 1.9987e-01, 2.8191e-01, 1.2493e-01, 6.0253e-01, 6.9298e-01, 2.5828e-01, 2.8332e-01, 9.6898e-01, 4.5132e-01, 4.6473e-01, 8.0197e-01, 8.4105e-01, 8.8928e-01, 5.5742e-01, 9.5781e-01, 3.8824e-01, 4.6749e-01, 4.3156e-01, 2.8375e-03, 1.5275e-01, 6.7080e-01, 9.9894e-01, 7.2093e-01, 2.7220e-01, 8.5404e-01, 6.9299e-01, 3.9316e-01, 8.9538e-01, 8.1654e-01, 4.1633e-01, 9.6143e-01, 7.1853e-01, 9.5498e-01, 4.5507e-01, 3.6488e-01, 6.3075e-01, 8.0778e-01, 6.3019e-01, 4.4128e-01, 7.6502e-01, 3.2592e-01, 9.5351e-01, 1.1195e-02, 5.6960e-01, 9.2122e-01, 3.3145e-01, 4.7351e-01, 4.5432e-01, 3.7222e-01, 4.3379e-01, 8.1074e-01, 7.6855e-01, 4.0966e-01, 2.6685e-01, 2.4074e-01, 4.1252e-01, 1.9881e-01, 2.2821e-01, 5.9354e-01, 9.8252e-01, 2.7417e-01, 4.2776e-01, 5.3463e-01, 2.9148e-01, 5.8007e-01, 8.2275e-01, 4.8227e-01, 8.5314e-01, 3.6518e-01, 7.8376e-02, 3.6919e-01, 3.4867e-01, 8.9571e-01, 2.0085e-02, 7.9924e-01, 3.5849e-01, 8.7784e-01, 4.6861e-01, 6.2004e-01, 6.8465e-01, 4.1273e-01, 4.2819e-01, 9.4532e-01, 2.2362e-01, 8.3943e-01, 1.1692e-01, 6.9463e-01, 7.6764e-01, 2.8046e-02, 6.9382e-01, 9.2750e-01, 3.6031e-01, 6.8065e-01, 1.6976e-01, 8.2079e-01, 6.4580e-01, 8.3944e-01, 3.9363e-01, 4.4026e-01, 4.4569e-01, 8.2344e-01, 5.4172e-01, 1.6886e-04, 3.8689e-01, 5.8966e-01, 1.9510e-02, 2.5976e-01, 4.0868e-01, 3.1406e-01, 3.6334e-01, 6.1768e-01, 5.4854e-01, 4.1273e-01, 7.2670e-04, 2.4486e-01, 4.1042e-01, 9.0760e-01, 1.6224e-01, 7.4019e-02, 8.1329e-01, 7.2573e-01, 8.2816e-01, 7.3032e-01, 6.6017e-01, 6.4281e-01, 4.1839e-01, 9.2251e-01, 1.5183e-02, 4.4538e-01, 9.7205e-01, 9.5677e-01, 9.5649e-01, 1.2610e-01, 9.2521e-01, 3.2649e-01, 2.1019e-02, 2.5695e-01, 4.2663e-01, 9.2064e-01, 4.5242e-01, 7.0447e-01, 8.1233e-01, 2.7507e-01, 2.4744e-01, 1.3670e-01, 6.4032e-01, 5.8332e-01, 5.5130e-01, 2.4997e-02, 7.7206e-01, 1.5085e-01, 2.8028e-01, 8.2839e-01, 5.8292e-01, 9.9087e-01, 6.0233e-01, 4.1489e-01, 6.4902e-01, 7.5428e-01, 8.0953e-01, 3.7530e-01, 4.8196e-01, 1.8786e-01, 9.8463e-01, 6.3303e-01, 4.8519e-01, 7.6163e-01, 3.3821e-01]
</code></pre>
<p>If I included this in my training data, it would look something like this:</p>
<pre><code>training_data = [
# Datapoint 1
[
[1, 2, 3, 4, 5, 6, 7],                      # feature 1
{1: [1,2,4], 2: [2,3,4,5], ..., 7: [3,5]},  # feature 2
[7 embedding vectors],                      # feature 3
],
# Datapoint 2
[
[5, 3, 3, 1, 6],                            # feature 1
{1: [2,3,4], 2: [1,2,4,5], ..., 5: [3,5]},  # feature 2
[5 embedding vectors],                      # feature 3
],
# Datapoint 3
[
[2, 4, 5, 7, 1, 6, 2, 1, 7],                # feature 1
{1: [1,2,4], 2: [1,2,3,5], ..., 9: [2,3]},  # feature 2
[9 embedding vectors],                      # feature 3
],
...]
</code></pre>
<h2>Questions</h2>
<p>My training data will consist of lists of variable length <em>and</em> matrices/tensors. How do I best feed this data to the model?  In any case, I'm interested in predicting only entities. Training only on feature 1 could be a baseline that I compare to combinations of features, e.g. Features 1+2 or 1+3 or 1+2+3</p>
<p>Based on what I've read until now, I think I'm going to use padding and masking. However, I'm not sure what my features should finally look like.</p>
<p>I appreciate any kind of feedback.
Thanks for sharing your thoughts!</p>
"
"114932","Advantages of different tokenizers for NLP (specifically text generation)","2022-10-05 12:43:02","0","120","1","1","","114941","<p>What are the advantages of using different tokenizers? For example, let's take the sentence:
&quot;In Düsseldorf I took my hat off. But I can't put it back on.&quot;</p>
<p>The treebank tokenizer yields: &quot;In Düsseldorf I took my hat off . But I ca n't put it back on . &quot;</p>
<p>However, the whitespace tokenizer would yield:
&quot;In Düsseldorf I took my hat off . But I can't put it back on . &quot;</p>
<p>NLTK has four tokenizers:</p>
<ul>
<li>TreebankWordTokenizer</li>
<li>WordPunctTokenizer</li>
<li>PunctWordTokenizer</li>
<li>WhitespaceTokenizer</li>
</ul>
<p>When should you use which one? For my project, I am interested in text generation, so I am leaning toward the whitespace tokenizer. Is this a good choice? Won't my model generate nonsense tokens like &quot;n't&quot; when I use eg the treebank tokenizer?</p>
"
"114511","Inference Process in Autoregressive Transformer Architecture","2022-09-19 05:40:22","1","509","0","1","","114519","<p>I'm abit confused about how the inference/prediction process works in transformer.</p>
<p>For simplicity suppose it is a transformer for translation. My understanding is that when training, the whole input and output sentences are put into model. This is possible because of the causal mask in the decoder that prevents the model from cheating and looking ahead.</p>
<p><a href=""https://i.sstatic.net/PchHW.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/PchHW.png"" alt=""My understanding of Training Process"" /></a></p>
<p>Then, once the weights have been trained, the inference/prediction works by placing &lt;/s&gt; or start sentence tag in the beginning with padding. The predicted word is then concatenated until &lt;/s&gt; is the predicted word. My confusion arises from how the predicted word is acquired.</p>
<p>The causal mask ensures that the first predicted token (X_1 below) is only a function of the first token (i.e. is not affected by the padding we used in the other tokens. So our first predicted word/token should be taken from the first, and subsequently once we concatenated k words it should be taken from k+1 th output position. See the diagram below for clarity.</p>
<p><a href=""https://i.sstatic.net/ZZpuq.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/ZZpuq.png"" alt=""My understanding of Inference Process"" /></a></p>
<p>However, I've been using nlp.seas.harvard.edu/annotated-transformer/ as reference (and also checked another tensorflow tutorial), and they seem to take the predicted word/token as the last token (i.e. X_N).For example, under the inference section of the link above, we have:</p>
<pre><code>prob = test_model.generator(out[:, -1])         
_, next_word = torch.max(prob, dim=1)         
next_word = next_word.data[0]         
ys = torch.cat([ys, torch.empty(1, 1).type_as(src.data).fill_(next_word)], dim=1)
</code></pre>
<p>Thus, my question is whether I'm misunderstanding the model of misunderstanding the code?</p>
"
"113573","Running Model on both GPUs and CPUs","2022-08-16 11:41:48","0","573","0","1","","113976","<p>I have access to a hpc node, of 3 GPU and maximum of 38 CPU. I have a transformer model which I run of a single GPU at the moment, I want to utilize all the GPUs and CPUs.
I have seen couple of tutorial on Dataparrallel and DistributedDataParallel. They only mentioned how to  use multiple GPUs.</p>
<p>My questions are:</p>
<ol>
<li>Do I use  Dataparallel or DistributedDataParallel</li>
<li>How do I adapt my code run on the GPUs and CPUs simultaneously. Perhaps if I can get a tutorial link.</li>
<li>How to do I get the device ids.</li>
</ol>
"
"112891","Smaller embedding size causes lower loss","2022-07-23 07:30:15","0","204","0","1","","112892","<p>When I convert my multilingual transformer model to a single lingual transformer model (got my languages embedding from the multilingual transformer and deleted other embeddings, decreased dimensions of embedding layers), the loss is much less. But I didn't understand why. What can be the reason for that?</p>
"
"112877","What is the difference between adding words to a tokenizer and training a tokenizer?","2022-07-22 12:38:24","0","71","0","1","","112893","<p>The title says it all. I was researching this question but couldn't find something useful. What is the difference between adding words to a tokenizer and training a tokenizer?</p>
"
"112816","What is the effect of the tokens?","2022-07-20 01:53:09","0","42","0","1","","112838","<p>What is the effect of the tokens that the model has if model A has 1B tokens and the other model has 12B tokens? Will that have an effect on the performance?</p>
"
"112402","What did Sentence-Bert return here?","2022-07-05 04:20:21","0","305","0","1","","112405","<p>I used sentence bert to embed sentences from this tutorial <a href=""https://www.sbert.net/docs/pretrained_models.html"" rel=""nofollow noreferrer"">https://www.sbert.net/docs/pretrained_models.html</a></p>
<pre><code>from sentence_transformers import SentenceTransformer, util
model = SentenceTransformer('all-mpnet-base-v2')
</code></pre>
<p>This is the event triples <code>t</code> I forgot to concat into sentences,</p>
<pre><code>[('U.S. stock index futures', 'points to', 'start'),
 ('U.S. stock index futures', 'points to', 'higher start')]
</code></pre>
<p><code>model.encode(t)</code> returns a 2d array of shape (2,768), with two idential 768-dimension vectors, and its value is different from both <code>model.encode('U.S. stock index futures')</code> and <code>model.encode('U.S. stock index futures points to start')</code>. What could possibly have it returned?</p>
<p>It is the same situation for other models on huggingface such as <a href=""https://huggingface.co/sentence-transformers/stsb-distilbert-base"" rel=""nofollow noreferrer"">https://huggingface.co/sentence-transformers/stsb-distilbert-base</a></p>
"
"111735","Can I use Sentence-Bert to embed event triples?","2022-06-12 07:26:13","1","163","4","1","","111766","<p>I extracted event triples from sentences using OpenIE. Can I concatenate the components in the event triple to make it a sentence and use Sentence-Bert to embed it?
It seems no one has done this way before so I am questioning my idea.</p>
<p>I'm using news headlines to predict next day's stock movement. For example, there are two news headlines, the first is <em>&quot;U.S. stock index futures points to higher start&quot;</em>, I used openIE to extract it and there are two event triples, [('U.S. stock index futures', 'points to', 'start'), ('U.S. stock index futures', 'points to', 'higher start')]. (There are repetition in the openIE extracted event triples and I don't know how to avoid it.) Since it contains events I'm interested in (stock index), I will embed these two events and take their mean as the the embedding.</p>
<p>The second headline is <em>&quot;STOCKS NEWS US- Economic and earnings diary for Jan 4&quot;</em>, it contains no events as it is only contain nouns. So I will embed it as 0 vector in this case.</p>
"
"110865","BERT base uncased required gpu ram","2022-05-11 15:28:37","1","2157","7","1","","110879","<p>I'm working on an NLP task, using BERT, and I have a little doubt about GPU memory.</p>
<p>I already made a model (using DistilBERT) since I had out-of-memory problems with tensorflow on a RTX3090 (24gb gpu's ram, but ~20.5gb usable) with BERT base model.</p>
<p>To make it working, I limited my data to 1.1 milion of sentences in training set (truncating sentences at 128 words), and like 300k in validation, but using an high batch size (256).</p>
<p>Now I have the possibility to retrain the model on a Nvidia A100 (with 40gb gpu's ram), so it's time to use BERT base, and not the distilled version.</p>
<p>My question is, if I reduce the batch size (e.g. from 256 to 64), will I have some possibilities to increase the size of my training data (e.g. from 1.1 to 2-3 milions), the lenght of sentences (e.g. from 128 to 256, or 198) and use the bert base (which has a lot of trainable params more than distilled version) on the 40gb of the A100, or it's probably that I will get an OOM error?</p>
<p>I ask this because I haven't unlimited tries on this cluster, since I'm not alone using it (plus I have to prepare data differently in each case, and it has a quite high size), so I would have an estimation on what could happen.</p>
"
"107190","does ValueError: 'rat' is not in list means not exist in tokenizer","2022-01-18 12:52:43","1","110","2","1","","107248","<p>Does this error means that the word doesn't exist in the tokenizer</p>
<pre><code>return sent.split(&quot; &quot;).index(word)
ValueError: 'rat' is not in list
</code></pre>
<p>the code sequences like</p>
<pre><code>def sentences():
   for sent in sentences:
       token = tokenizer.tokenize(sent)
       for i in token :
           idx = get_word_idx(sent,i)
def get_word_idx(sent: str, word: str):
    return sent.split(&quot; &quot;).index(word)
</code></pre>
<p>sentences split returns <code>['long', 'restaurant', 'table', 'with', 'rattan', 'rounded', 'back', 'chairs']</code>
which <code>rattan</code> here is the problem as i think</p>
"
"106469","Why not rule-based semantic role labelling?","2021-12-27 19:06:10","1","162","0","1","","106473","<p>I have recently found some interest in automatic <a href=""https://en.wikipedia.org/wiki/Semantic_role_labeling"" rel=""nofollow noreferrer"">semantic role labelling</a>. Most introductory texts (e.g. Jurafsky and Martin, 2008) present approaches based on supervised machine learning, often using FrameNet (Baker et al. 1998) and PropBank (Kingsbury &amp; Palmer, 2002). Intuitively however, I would imagine that the same problem could be tackled with a grammar-based parser.</p>
<p>Why is this not the case? Or rather, why would these supervised solutions be preferred?
Thanks in advance.</p>
<hr />
<h2>References</h2>
<p>Jurafsky, D., &amp; Martin, J. H. (2009). Speech and Language Processing: An Introduction to Natural Language Processing, Computational Linguistics, and Speech Recognition. Prentice Hall.</p>
<p>Baker, C. F., Fillmore, C. J., &amp; Lowe, J. B. (1998). The Berkeley FrameNet Project. 36th Annual Meeting of the Association for Computational Linguistics and 17th International Conference on Computational Linguistics, Volume 1, 86–90. <a href=""https://doi.org/10.3115/980845.980860"" rel=""nofollow noreferrer"">https://doi.org/10.3115/980845.980860</a></p>
<p>Kingsbury, P., &amp; Palmer, M. (2002). From treebank to propbank. In Language Resources and Evaluation.</p>
"
"106463","How to feed a Knowledge Base into Language Models?","2021-12-27 17:35:51","2","591","0","1","","106506","<p>I’m a CS undergrad trying to make my way into NLP Research. For some time, I have been wanting to incorporate &quot;everyday commonsense reasoning&quot; within the existing state-of-the-art Language Models; i.e. to make their generated output more reasonable and in coherence with our practical world. Although there do exist some commonsense knowledge bases like ConceptNet (2018), ATOMIC (2019), OpenMind CommonSense (MIT), Cyc (1984), etc., they exist in form of knowledge graphs, ontology, and taxonomies.</p>
<p>My question is, how can I go about leveraging the power of these knowledge bases into current transformer language models like BERT and GPT-2? How can we fine-tune these models (or maybe train new ones from scratch) using these knowledge bases, such that they retain their language modeling capabilities but also get enhanced through a new commonsense understanding of our physical world?</p>
<p>If any better possibilities exist other than fine-tuning, I'm open to ideas.</p>
"
"106214","How to precompute one sequence in a sequence-pair task when using BERT?","2021-12-17 10:22:30","1","158","0","1","","106217","<p>BERT uses separator tokens ([SEP]) to input two sequences for a sequence-pair task. If I understand the BERT architecture correctly, attention is applied to all inputs thus coupling the two sequences right from the start.</p>
<p>Now, consider a sequence-pair task in which one of the sequences is constant and known from the start. E.g. Answering multiple unknown questions about a known context. To me it seems that there could be a computational advantage if one would precompute (part of) the model with the context only. However, if my assumption is correct that the two sequences are coupled from the start, precomputation is infeasible.</p>
<p>Therefore my question is:
<strong>How to precompute one sequence in a sequence-pair task while still using (pre-trained) BERT?</strong> Can we combine BERT with some other type of architecture to achieve this? And does it even make sense to do it in terms of speed and accuracy?</p>
"
"106191","validation/test set uniqueness question","2021-12-16 15:52:44","0","117","0","2","","106208","<p>Hopefully a simple question, but it's a little unclear to me on how best to separate train/validate/test sets.</p>
<p>I have say 100 examples of class A.  I'm classifying text into either class A, which I care about, or class B, which could be any text in the world (negative class).  I have, obviously, far more examples of class B.</p>
<p>When I split the data into train/validate/test sets, is it imperative that the test set, which is not at all used in training/tuning, NOT have any examples of class A that were used in training?  In the real world (and given my limited samples), the text it will classify against will have some exact examples of class A, but not always (there could be variations - of which I do not have all of them).</p>
<p>I can ensure that the test set have unique class B text, but it is unclear if I have to also maintain completely unique class A examples in the test set, since the real world won't necessarily be like this.  Would it make sense to also have x% of class A examples from training in the test set, or should it always be 0% in the test set?</p>
"
"97630","What tokenizer does OpenAI's GPT3 API use?","2021-07-08 18:07:30","9","9068","0","1","","109483","<p>I'm building an application for the API, but I would like to be able to count the number of tokens my prompt will use, before I submit an API call. Currently I often submit prompts that yield a 'too-many-tokens' error.</p>
<p>The closest I got to an answer was <a href=""https://datascience.stackexchange.com/a/66399/94705"">this post</a>, which still doesn't say what tokenizer it uses.</p>
<p>If I knew what tokenizer the API used, then I could count how many tokens are in my prompt before I submit the API call.</p>
<p>I'm working in Python.</p>
"
"89435","What is the difference between Okapi bm25 and NMSLIB?","2021-02-16 08:45:51","1","612","0","1","","89459","<p>I was trying to make a search system and then I got to know about <code>Okapi bm25</code> which is a ranking function like tf-idf. You can make an index of your corpus and later retrieve documents similar to your query.</p>
<p>I imported a <a href=""https://pypi.org/project/rank-bm25/"" rel=""nofollow noreferrer"">python library</a> <code>rank_bm25</code> and created a search system and the results were satisfying.</p>
<p>Then I saw something called <a href=""https://github.com/nmslib/nmslib"" rel=""nofollow noreferrer"">Non-metric space library</a>. I understood that its a similarity search library much like kNN algorithm.</p>
<p>I saw <a href=""https://towardsdatascience.com/how-to-build-a-smart-search-engine-a86fca0d0795"" rel=""nofollow noreferrer"">an example where a guy was trying to make a smart search system</a> using <code>nmslib</code>. He did the following things:-</p>
<ul>
<li>tokenized the documents</li>
<li>pass the tokens into <code>fastText</code> model to create word vectors</li>
<li>then combined those word vectors with bm25 weights</li>
<li>then passed the combination into nmslib</li>
<li>performed the search.</li>
</ul>
<p><em>If the above link does not opens the document just open it in incognito mode.</em></p>
<p>It was quite fast, but the results were not satisfying, I mean even if I was copy pasting any exact query from the doc, it was not returning that doc. But the search system that I made using rank_bm25 was giving great results. So the conclusion was</p>
<p><strong><code>bm25</code> gave good results and <code>nmslib</code> gave faster results.</strong></p>
<p>My questions are</p>
<ul>
<li>How do they both (bm25, nmslib) differ?</li>
<li>How can I pass bm25 weights to nmslib to create a better and faster search engine?</li>
<li>In short, how can I combine the goodness of both bm25 and nmslib?</li>
</ul>
"
"88959","Python stemmer for Georgian","2021-02-05 07:06:47","6","694","1","2","","88962","<p>I am currently working with <strong>Georgian texts processing</strong>. Does anybody know any <strong>stemmers</strong>/<strong>lemmatizers</strong> (or other NLP tools) for Georgian that I could use with <strong>Python</strong>.</p>
<p>Thanks in advance!</p>
"
"88824","Unigram tokenizer: how does it work?","2021-02-02 13:28:18","5","4302","0","1","","88831","<p>I have been trying to understand how the unigram tokenizer works since it is used in the sentencePiece tokenizer that I am planning on using, but I cannot wrap my head around it.</p>
<p>I tried to read the original paper, which contains so little details that it feels like it's been written explicitely not to be understood. I also read several blog posts about it but none really clarified it (one straight up admitted not undertanding it completely).</p>
<p>Can somebody explain it to me? I am familiar with the EM algorithm but I cannot see how it related to the loss function in order to find the subwords probabilities...</p>
"
"87793","Converting paragraphs into sentences","2021-01-11 10:29:08","5","2320","0","2","","87797","<p>I'm looking for ways to extract sentences from paragraphs of text containing different types of punctuations and all. I used <code>SpaCy</code>'s <code>Sentencizer</code> to begin with.</p>
<p>Sample input python list <code>abstracts</code>:</p>
<pre><code>[&quot;A total of 2337 articles were found, and, according to the inclusion and exclusion criteria used, 22 articles were included in the study. Inhibitory activity against 96% (200/208) and 95% (312/328) of the pathogenic fungi tested was described for Eb and [(PhSe)2], respectively. Including in these 536 fungal isolates tested, organoselenium activity was highlighted against Candida spp., Cryptococcus ssp., Trichosporon spp., Aspergillus spp., Fusarium spp., Pythium spp., and Sporothrix spp., with MIC values lower than 64 mug/mL. In conclusion, Eb and [(PhSe)2] have a broad spectrum of in vitro inhibitory antifungal activity.&quot;]
</code></pre>
<p>Code:</p>
<pre><code>from spacy.lang.en import English

nlp = English()
sentencizer = nlp.create_pipe(&quot;sentencizer&quot;)
nlp.add_pipe(sentencizer)

# read the sentences into a list
for doc in abstracts[:5]:
    do = nlp(doc)
    for sent in list(do.sents):
        print(sent)
</code></pre>
<p>Output:</p>
<pre><code>A total of 2337 articles were found, and, according to the inclusion and exclusion criteria used, 22 articles were included in the study.
Inhibitory activity against 96% (200/208) and 95% (312/328) of the pathogenic fungi tested was described for Eb and [(PhSe)2], respectively.
Including in these 536 fungal isolates tested, organoselenium activity was highlighted against Candida spp.,
Cryptococcus ssp.,
Trichosporon spp.,
Aspergillus spp.,
Fusarium spp.,
Pythium spp.,
and Sporothrix spp.,
with MIC values lower than 64 mug/mL. In conclusion, Eb and [(PhSe)2] have a broad spectrum of in vitro inhibitory antifungal activity.
</code></pre>
<p>It works fine for normal text but fails when there are dots (<code>.</code>) present in the sentence elsewhere other than at the end, which breaks the whole sentence as shown in the above output. How can we address this? Are there any other proven methods or libraries to perform this task?</p>
"
"86974","Entity linking vs aliasing","2020-12-21 13:23:30","1","96","1","1","","94000","<p>The process of finding entity in a knowledge base (KB) that a given keyphrase in a text refers to is called entity linking. I have the
opposite problem. I have an entity in my knowledge base (KB) and I want to find all the ways people might refer to this entity. For instance, I have &quot;Madonna&quot; (singer) and I am looking for aliases like &quot;Louise Ciccone&quot;, &quot;Madonna Ritchie&quot;, &quot;Queen of Pop&quot;, &quot;Mo&quot;, etc.</p>
<p>Is it called aliasing? Or there is a better name in the literature?</p>
<p>I guess finding the right key words will help me find related research.</p>
"
"86572","BERT uses WordPiece, RoBERTa uses BPE","2020-12-11 19:10:22","0","2335","0","1","","86573","<p>In the original <a href=""https://arxiv.org/pdf/1810.04805.pdf"" rel=""nofollow noreferrer""><strong>BERT</strong></a> paper, section <em>'A.2 Pre-training Procedure'</em>, it is mentioned:</p>
<blockquote>
<p>The LM masking is applied after <strong>WordPiece</strong> tokenization with a uniform masking rate of 15%, and no special consideration given to partial word pieces.</p>
</blockquote>
<p>And in the <a href=""https://arxiv.org/pdf/1907.11692.pdf"" rel=""nofollow noreferrer""><strong>RoBERTa</strong></a> paper, section <em>'4.4 Text Encoding'</em> it is mentioned:</p>
<blockquote>
<p>The original BERT implementation (Devlin et al., 2019) uses a
character-level <strong>BPE</strong> vocabulary of size 30K, which is learned after
preprocessing the input with heuristic tokenization rules.</p>
</blockquote>
<p>I appreciate if someone can clarify why in the <a href=""https://arxiv.org/pdf/1907.11692.pdf"" rel=""nofollow noreferrer"">RoBERTa</a> paper it is said that <a href=""https://arxiv.org/pdf/1810.04805.pdf"" rel=""nofollow noreferrer"">BERT</a> uses BPE?</p>
"
