Post Link,Title,CreationDate,AcceptedAnswerId,Score,ViewCount,Tags,Body,TagName
"{
  ""id"": 128654,
  ""title"": ""Reducing emails token count preprocessing for Large Email Datasets - Feeding LLMs""
}","Reducing emails token count preprocessing for Large Email Datasets - Feeding LLMs","2024-04-11 19:41:27","128660","1","66","<nlp><data-cleaning><preprocessing><bert><llm>","<p>I have a large email dataset in .txt format and want to feed LLMs (like Gemini and ChatGPT) to provide answers based on email content.</p>
<p>The token count for my email data is very high (~1M for 1K emails), exceeding LLM token limits. Even after preprocessing the basic headers, there are still a lot of tokens with low information like email threads on the body of the email.</p>
<p>I'm considering the following models/approaches:</p>
<ol>
<li>Signature removal: This <a href=""https://huggingface.co/spaces/Jean-Baptiste/email_parser"" rel=""nofollow noreferrer"">hugging face bert project</a> does a good job, even if the model is trained in french.</li>
<li>Quoted Text Identification (for text inside the list of emails)</li>
<li>Stop Word Removal</li>
<li>BERT-Based Transformers for Focused Preprocessing</li>
<li>Summarization Transformers</li>
<li>Extractive Summarization</li>
</ol>
<p>The challenge is doing so in mixed language emails (parts in french, english and portuguese). Since this is a very common (emails or any text) is there any hugging face project to address most of these points?</p>
","bert"
"{
  ""id"": 128494,
  ""title"": ""Subsequence classification""
}","Subsequence classification","2024-03-29 13:15:33","","0","7","<nlp><bert>","<p>Given multiple paragraphs, is it possible to classify an entire paragraph while taking into account the surrounding paragraphs?</p>
<pre><code>Paragraph1

Paragraph2

Paragraph3
</code></pre>
<p>I am thinking of average pooling the token embeddings from a specific paragraph. This seems uncommon as I wasn't able to find examples of this online.</p>
<p>It is not quite the same as NER, since we know where the paragraph begins and ends. If using sequence classification on the paragraph, it wouldn't take into account the surrounding text.</p>
","bert"
"{
  ""id"": 128346,
  ""title"": ""Will hypermeters tuned on sampled dataset work for the whole dataset?""
}","Will hypermeters tuned on sampled dataset work for the whole dataset?","2024-03-18 12:53:15","","0","9","<nlp><bert><text-classification><hyperparameter><huggingface>","<p>I'm doing multi-label classification on text data using BERT model. Since the dataset is huge, around  50 thousand rows, I was thinking to use stratify sampling on dataset to reduce it to around 2-4 thousand to hyperparameter tune on.
I'm confused between trading off number of trails with size of sample set. Example: Would training 3000 rows with 5 trials will be better than training 1500 rows with 10 trials?
Moreover, thinking if I should drop epoch from tuning and focus on learning rate and weight decay.</p>
","bert"
"{
  ""id"": 128234,
  ""title"": ""Approach for Multi-class Classification of texts""
}","Approach for Multi-class Classification of texts","2024-03-10 08:46:57","","0","26","<nlp><word-embeddings><transformer><bert><text-classification>","<p>I'm trying to do a project where I have paragraphs and I need to classify them into multiple labels. The dataset is around 40k rows with labels.
I understand there is no one right approach but should I consider typical ML classifiers like embeddings + Logistic regression, xgboost etc.
Or should I directly consider fine tuning transformers like BERT,DistilBERT etc.</p>
<p>My priority is on getting accurate predictions and I have a few weeks to complete this.</p>
","bert"
"{
  ""id"": 128113,
  ""title"": ""How can I use contextual embeddings with BERT for sentiment analysis/classification""
}","How can I use contextual embeddings with BERT for sentiment analysis/classification","2024-03-01 22:34:09","128118","1","162","<nlp><word-embeddings><transformer><bert><embeddings>","<p>I have a BERT model which I want to use for sentiment analysis/classification. E.g. I have some tweets that need to get a POSITIVE,NEGATIVE or NEUTRAL label. I can't understand how contextual embeddings would help in a better model, practically.</p>
<p>I process the tweets and sentences to make them ready to be fed into the tokenizer. After I get every embedding as well as its mask, and feed it into a BERT model. From that BERT model I get some hidden states in return. As I understand it, now I have to also use a linear layer to take that 768 output from BERT and output a possibility for the 3 labels.</p>
<p><strong>How can contextual embeddings help me here?</strong> I get that we can use a combination of those hidden states/layers that we get for every sentence by the BERT model, and that helps us create better embeddings, which technically mean better models. But, after I follow some approach, e.g. summing the last four hidden states, or taking a mean of every token to create a token for each word, how do I proceed now? Do I need another model to take that embedding and output the labels that way (e.g. a linear layer but after the contextual embeddings are created)? Am I thinking of this the right way? Any input would be appreciated.</p>
","bert"
"{
  ""id"": 127010,
  ""title"": ""job title normalizer""
}","job title normalizer","2024-02-23 17:48:15","","0","99","<nlp><recommender-system><word2vec><bert>","<p>is there any way to normalize job titles using ml or nlp?</p>
<p>examples:</p>
<p>raw title:  UX/UI Engineers
normalized title:  Software Engineers</p>
<p>raw title:  UX/UI Designer
normalized title:  Graphic Designers</p>
<p>raw title:  .NET Developer
normalized title:  Web Developers</p>
<p>raw title:  Senior Android Engineer
normalized title:  Software Developers</p>
<p>raw title:  Jr ml engineer
normalized title:  ML Engineer</p>
","bert"
"{
  ""id"": 126861,
  ""title"": ""Is it methodologically correct to use the data to be used for finetuning in the pretrain phase of the BERT model?""
}","Is it methodologically correct to use the data to be used for finetuning in the pretrain phase of the BERT model?","2024-02-14 09:43:26","126873","1","35","<bert><text-classification><finetuning><methodology><pretraining>","<p>Let us assume the training of a BERT model.</p>
<p>An initial pre-train is performed with a large data set A.</p>
<p>Subsequently a finetuning is performed with a dataset B which is part of A, but now with labels of different classes for a text classification problem. This dataset B is split into the corresponding train, validation and test sets to obtain the classifier metrics.</p>
<p>Is this methodologically correct?</p>
<p>In a way, in the pre-train phase, the data used to validate the model has already been &quot;seen&quot;, so in my opinion, the model is not being evaluated on &quot;new&quot; data and is somehow &quot;cheating&quot;.</p>
<p>Elsewhere I have seen that the argument for using this data is that the training target in the pretrain phase and the finetuning phase are different and, more importantly, in the pretrain phase there are no labels.</p>
<p>Could someone confirm if it would be better not to use the finetuning data in the initial pretrain (whether train, evaluation or test)?</p>
","bert"
"{
  ""id"": 126601,
  ""title"": ""Why the standard deviation of the BERT weight initialization is 0.02 by default""
}","Why the standard deviation of the BERT weight initialization is 0.02 by default","2024-01-26 04:54:32","126616","0","79","<transformer><bert><variance><weight-initialization>","<p>The purpose of weight initialization in the neural network is to keep the variance of calculation output in the layers to 1.0, and it depends on the calculations involved in the layers.</p>
<p>Initializing weight <code>W</code> with <a href=""https://proceedings.mlr.press/v9/glorot10a/glorot10a.pdf"" rel=""nofollow noreferrer"">Xavier initialization</a> for  Matrix Multiplication <code>X@W.T</code> at Self Attention in <a href=""https://arxiv.org/pdf/1706.03762.pdf"" rel=""nofollow noreferrer"">Transformer Architecture</a> will use the standard deviation <span class=""math-container"">$\frac{1}{\sqrt{D}}$</span> to sample values from <span class=""math-container"">$N(\mu=0,\sigma=\frac{1}{\sqrt{D}})$</span> so that the <a href=""https://stats.stackexchange.com/a/52699/105137"">product has variance 1.0</a>, providing the dimensions of X and W are both <code>D</code> and X follows the normal distribution.</p>
<p>The dimension <code>D</code> of Transformer based BERT is <code>768</code>, so <span class=""math-container"">$\sigma$</span> is expected to be <code>0.036</code>. But BertConfig says it is using <code>0.02</code>. Where is <code>0.02</code> coming from?</p>
<ul>
<li><a href=""https://huggingface.co/docs/transformers/model_doc/bert#transformers.BertConfig"" rel=""nofollow noreferrer"">BertConfig</a></li>
</ul>
<blockquote>
<p>initializer_range (float, optional, <strong>defaults to 0.02</strong>) — The standard deviation of the truncated_normal_initializer for initializing all weight matrices.</p>
</blockquote>
","bert"
"{
  ""id"": 126142,
  ""title"": ""The using of golden dataset in Augmented SBERT Training""
}","The using of golden dataset in Augmented SBERT Training","2023-12-21 19:43:34","","0","16","<nlp><training><transformer><bert><autoencoder>","<p>I use the training strategy of <a href=""https://www.sbert.net/examples/training/data_augmentation/README.html"" rel=""nofollow noreferrer"">Augmented SBERT (Domain-Transfer)</a>. In the code example they use the golden-dataset (STSb) for the training evaluator. Here two code snippets of the <a href=""https://github.com/UKPLab/sentence-transformers/blob/master/examples/training/data_augmentation/train_sts_indomain_semantic.py"" rel=""nofollow noreferrer"">example of sentence-transformers</a>:</p>
<p><em>Get data and split them</em></p>
<pre class=""lang-py prettyprint-override""><code>gold_samples = []
dev_samples = []
test_samples = []

with gzip.open(sts_dataset_path, 'rt', encoding='utf8') as fIn:
    reader = csv.DictReader(fIn, delimiter='\t', quoting=csv.QUOTE_NONE)
    for row in reader:
        score = float(row['score']) / 5.0  # Normalize score to range 0 ... 1

        if row['split'] == 'dev':
            dev_samples.append(InputExample(texts=[row['sentence1'], row['sentence2']], label=score))
        elif row['split'] == 'test':
            test_samples.append(InputExample(texts=[row['sentence1'], row['sentence2']], label=score))
        else:
            #As we want to get symmetric scores, i.e. CrossEncoder(A,B) = CrossEncoder(B,A), we pass both combinations to the train set
            gold_samples.append(InputExample(texts=[row['sentence1'], row['sentence2']], label=score))
            gold_samples.append(InputExample(texts=[row['sentence2'], row['sentence1']], label=score))
</code></pre>
<p><em>Initialize evaluator and fit model</em></p>
<pre class=""lang-py prettyprint-override""><code>logging.info(&quot;Read STSbenchmark dev dataset&quot;)
evaluator = EmbeddingSimilarityEvaluator.from_input_examples(dev_samples, name='sts-dev')

# Configure the training.
warmup_steps = math.ceil(len(train_dataloader) * num_epochs * 0.1) #10% of train data for warm-up
logging.info(&quot;Warmup-steps: {}&quot;.format(warmup_steps))

# Train the bi-encoder model
bi_encoder.fit(train_objectives=[(train_dataloader, train_loss)],
          evaluator=evaluator,
          epochs=num_epochs,
          evaluation_steps=1000,
          warmup_steps=warmup_steps,
          output_path=bi_encoder_path
          )
</code></pre>
<p><strong>First Question: Why is the golden-dataset used for the evaluation, if the model fits on the silver-dataset?</strong></p>
<p>Further, the <code>test_sample</code> from the golden dataset is used for the final analysis:</p>
<pre class=""lang-py prettyprint-override""><code># load the stored augmented-sbert model
bi_encoder = SentenceTransformer(bi_encoder_path)
test_evaluator = EmbeddingSimilarityEvaluator.from_input_examples(test_samples, name='sts-test')
test_evaluator(bi_encoder, output_path=bi_encoder_path)
</code></pre>
<p><strong>Second Question: Why is the <code>test_sample</code> based on the golden-dataset? Why is the <code>test_sample</code> not based on the silver dataset?</strong></p>
","bert"
"{
  ""id"": 126140,
  ""title"": ""Interpretation of Evaluation Values of Augmented SBERT Training with EmbeddingSimilarityEvaluator()""
}","Interpretation of Evaluation Values of Augmented SBERT Training with EmbeddingSimilarityEvaluator()","2023-12-21 18:43:11","","1","38","<training><transformer><bert><similarity><domain-adaptation>","<p>I train a BI-Encoder to get an Augmented SBERT and I get a final training result.</p>
<p>How can I interpret the following output of the final training result?</p>
<pre><code>EmbeddingSimilarityEvaluator: Evaluating the model on test dataset:
Cosine-Similarity : Pearson: 0.8115 Spearman: 0.7777      
Manhattan-Distance: Pearson: 0.7318 Spearman: 0.6822      
Euclidean-Distance: Pearson: 0.7332 Spearman: 0.6835      
Dot-Product-Similarity: Pearson: 0.7780 Spearman: 0.7543

0.7777387754875323 # output of test_evaluator(...)
</code></pre>
<p>The output result out of the following code snipped:</p>
<pre class=""lang-py prettyprint-override""><code># load the stored augmented-sbert model
bi_encoder = SentenceTransformer(bi_encoder_path)
test_evaluator = EmbeddingSimilarityEvaluator.from_input_examples(test_samples, name='sts-test')
test_evaluator(bi_encoder, output_path=bi_encoder_path)
</code></pre>
<p>Is a high or low Person resp. Spearman better? They give information about the correlation.</p>
","bert"
"{
  ""id"": 125004,
  ""title"": ""Explanation : Simpler models beat BERT base""
}","Explanation : Simpler models beat BERT base","2023-12-11 09:20:38","","0","31","<nlp><bert><text-classification>","<p>I have been trying to train different models for a multi-class classification task of texts. My data set consists of rows of text and its label. The texts are short sentences.
I tried the following models :
after generating embeddings using distilbert-base-uncased i trained :</p>
<ul>
<li>Random Forest Classifier :F1-Score: 0.59</li>
<li>SVM :F1-Score: 0.63</li>
<li>Gradient Boosting Classifier:F1-Score: 0.65</li>
<li>MLPClassifier:F1-Score: 0.68</li>
</ul>
<p>then :</p>
<ul>
<li>-BERT base :F1-Score: 0.40</li>
</ul>
<p>Since BERT is supposed to be the most powerful model for this use case I was surprised with the result, I was trying to find an explanation and hypothesis for that. So has anyone faced similar results before . what do you think may be the reason?</p>
","bert"
